is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
0,12,2015,August,32,5,0,3,2,0,0,BB       ,RUS,Corporate,Corporate,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,38,0,Transient-Party,65,0,0,Check-Out,08-08-2015
0,12,2015,August,32,5,0,3,1,0,0,BB       ,RUS,Corporate,Corporate,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,38,0,Transient-Party,60,0,0,Check-Out,08-08-2015
0,12,2015,August,32,5,0,3,2,0,0,BB       ,RUS,Corporate,Corporate,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,38,0,Transient-Party,65,0,0,Check-Out,08-08-2015
0,1,2015,August,32,5,0,3,2,0,0,SC       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Contract,80,0,1,Check-Out,08-08-2015
1,1,2015,August,32,5,0,3,1,0,0,BB       ,RUS,Corporate,Corporate,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,38,0,Transient-Party,60,0,0,Canceled,04-08-2015
0,12,2015,August,32,5,0,3,2,0,0,BB       ,RUS,Corporate,Corporate,0,0,0,A               ,D               ,0,No Deposit     ,       NULL,38,0,Transient-Party,65,0,0,Check-Out,08-08-2015
0,12,2015,August,32,5,0,3,1,0,0,BB       ,RUS,Corporate,Corporate,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,38,0,Transient-Party,0,0,0,Check-Out,08-08-2015
1,33,2015,August,32,5,0,4,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,B               ,B               ,0,No Deposit     ,15,       NULL,0,Transient-Party,67.5,0,1,Canceled,16-07-2015
1,33,2015,August,32,5,0,4,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,B               ,B               ,0,No Deposit     ,15,       NULL,0,Transient-Party,67.5,0,1,Canceled,16-07-2015
0,0,2015,August,32,5,0,4,2,0,0,BB       ,POL,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Contract,90,0,1,Check-Out,09-08-2015
0,0,2015,August,32,5,1,4,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,2,No Deposit     ,       NULL,       NULL,0,Transient,75,0,0,Check-Out,10-08-2015
0,83,2015,August,32,5,1,4,2,0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,9,       NULL,0,Transient-Party,76.5,1,1,Check-Out,10-08-2015
0,83,2015,August,32,5,1,4,2,0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,9,       NULL,0,Transient-Party,85.5,1,1,Check-Out,10-08-2015
0,34,2015,August,32,5,0,2,3,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,D               ,1,No Deposit     ,1,       NULL,0,Transient-Party,84,0,0,Check-Out,07-08-2015
0,34,2015,August,32,5,0,2,2,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Check-Out,07-08-2015
1,34,2015,August,32,5,0,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Canceled,29-07-2015
0,34,2015,August,32,5,0,2,1,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,0,0,0,Check-Out,07-08-2015
0,6,2015,August,32,5,2,4,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,27,       NULL,0,Transient,70,0,0,Check-Out,11-08-2015
0,0,2015,August,32,6,0,1,1,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,14,       NULL,0,Transient,67,0,0,Check-Out,07-08-2015
0,0,2015,August,32,6,0,1,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,D               ,0,No Deposit     ,       NULL,       NULL,0,Transient,70,0,0,Check-Out,07-08-2015
0,0,2015,August,32,6,0,1,1,0,0,SC       ,CHN,Online TA,TA/TO,0,0,0,A               ,A               ,2,No Deposit     ,9,       NULL,0,Transient,81,0,0,Check-Out,07-08-2015
0,0,2015,August,32,6,0,1,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,B               ,1,No Deposit     ,       NULL,9,0,Transient,81,0,0,Check-Out,07-08-2015
0,0,2015,August,32,6,0,1,1,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Contract,80,1,2,Check-Out,07-08-2015
0,0,2015,August,32,6,0,1,2,0,0,SC       ,USA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,9,0,Transient,81,0,0,Check-Out,07-08-2015
0,0,2015,August,32,6,0,1,2,0,0,SC       ,POL,Online TA,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,9,       NULL,0,Contract,90,1,1,Check-Out,07-08-2015
0,0,2015,August,32,6,0,1,2,0,0,SC       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Contract,81,0,2,Check-Out,07-08-2015
0,0,2015,August,32,6,0,1,2,0,0,BB       ,PRT,Complementary,Direct,0,0,0,A               ,D               ,1,No Deposit     ,       NULL,45,0,Transient,0,0,0,Check-Out,07-08-2015
0,0,2015,August,32,6,0,1,2,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Contract,90,0,2,Check-Out,07-08-2015
0,0,2015,August,32,6,0,1,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,       NULL,0,Transient,75,0,0,Check-Out,07-08-2015
0,0,2015,August,32,6,0,2,1,0,0,SC       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,2,No Deposit     ,       NULL,9,0,Transient,0,0,0,Check-Out,08-08-2015
0,101,2015,August,32,6,0,2,1,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,9,       NULL,0,Transient,68,0,1,Check-Out,08-08-2015
0,0,2015,August,32,6,0,2,2,0,0,BB       ,ITA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Contract,90,0,1,Check-Out,08-08-2015
1,84,2015,August,32,6,0,3,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,76.5,0,1,Canceled,06-07-2015
0,92,2015,August,32,6,0,3,2,1,0,BB       ,FRA,Offline TA/TO,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,13,       NULL,0,Transient-Party,76.08,0,2,Check-Out,09-08-2015
0,92,2015,August,32,6,0,3,2,0,0,BB       ,FRA,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,13,       NULL,0,Transient-Party,63.75,0,1,Check-Out,09-08-2015
0,1,2015,August,32,6,2,3,1,0,0,BB       ,DEU,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,14,       NULL,0,Transient,67,0,1,Check-Out,11-08-2015
0,1,2015,August,32,6,2,3,1,0,0,BB       ,DEU,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,14,       NULL,0,Transient,67,0,1,Check-Out,11-08-2015
0,0,2015,August,32,6,2,5,1,0,0,BB       ,AGO,Direct,Direct,0,0,0,A               ,A               ,1,No Deposit     ,       NULL,       NULL,0,Transient,67,0,0,Check-Out,13-08-2015
0,13,2015,August,32,7,0,1,2,0,1,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,B               ,1,No Deposit     ,15,       NULL,0,Transient,75,0,1,Check-Out,08-08-2015
0,11,2015,August,32,7,0,1,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,15,       NULL,0,Transient-Party,75,0,1,Check-Out,08-08-2015
1,0,2015,August,32,7,0,1,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,98,0,0,Canceled,07-08-2015
0,3,2015,August,32,7,0,1,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,14,       NULL,0,Transient,75,0,0,Check-Out,08-08-2015
0,0,2015,August,32,7,0,1,2,0,0,SC       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Contract,81,0,2,Check-Out,08-08-2015
0,36,2015,August,32,7,0,2,2,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Check-Out,09-08-2015
0,36,2015,August,32,7,0,2,2,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Check-Out,09-08-2015
1,36,2015,August,32,7,0,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Canceled,31-07-2015
0,13,2015,August,32,7,0,1,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,B               ,2,No Deposit     ,15,       NULL,0,Transient-Party,75,0,1,Check-Out,08-08-2015
0,13,2015,August,32,7,0,1,2,0,1,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,D               ,1,No Deposit     ,15,       NULL,0,Transient,75,0,2,Check-Out,08-08-2015
0,1,2015,August,32,7,0,1,2,0,0,SC       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,2,No Deposit     ,9,       NULL,0,Contract,81,0,2,Check-Out,08-08-2015
0,36,2015,August,32,7,0,2,2,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Check-Out,09-08-2015
0,36,2015,August,32,7,0,2,3,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,D               ,1,No Deposit     ,1,       NULL,0,Transient-Party,84,0,1,Check-Out,09-08-2015
0,0,2015,August,32,7,0,2,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,14,       NULL,0,Transient,75,0,1,Check-Out,09-08-2015
0,36,2015,August,32,7,0,2,2,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Check-Out,09-08-2015
1,36,2015,August,32,7,0,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Canceled,31-07-2015
1,36,2015,August,32,7,0,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Canceled,31-07-2015
0,1,2015,August,32,7,0,2,1,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Contract,80,0,1,Check-Out,09-08-2015
0,0,2015,August,32,7,0,2,2,0,0,SC       ,PRT,Online TA,TA/TO,0,0,0,F               ,F               ,0,No Deposit     ,9,       NULL,0,Contract,162,1,1,Check-Out,09-08-2015
0,36,2015,August,32,7,0,2,2,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Check-Out,09-08-2015
0,0,2015,August,32,7,0,2,2,2,0,SC       ,POL,Online TA,TA/TO,0,0,0,F               ,F               ,0,No Deposit     ,9,       NULL,0,Contract,153,0,1,Check-Out,09-08-2015
0,36,2015,August,32,7,0,2,2,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Check-Out,09-08-2015
0,36,2015,August,32,7,0,2,2,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Check-Out,09-08-2015
1,36,2015,August,32,7,0,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Canceled,31-07-2015
1,36,2015,August,32,7,0,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Canceled,31-07-2015
1,36,2015,August,32,7,0,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Canceled,31-07-2015
0,36,2015,August,32,7,0,2,3,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,D               ,1,No Deposit     ,1,       NULL,0,Transient-Party,84,0,1,Check-Out,09-08-2015
0,36,2015,August,32,7,0,2,2,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Check-Out,09-08-2015
1,36,2015,August,32,7,0,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Canceled,31-07-2015
0,36,2015,August,32,7,0,2,1,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,0,0,0,Check-Out,09-08-2015
0,0,2015,August,32,7,0,2,2,0,1,SC       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Contract,81,0,2,Check-Out,09-08-2015
0,36,2015,August,32,7,0,2,3,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,D               ,1,No Deposit     ,1,       NULL,0,Transient-Party,84,0,1,Check-Out,09-08-2015
0,1,2015,August,32,7,0,2,2,0,0,SC       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Contract,81,0,1,Check-Out,09-08-2015
0,36,2015,August,32,7,0,2,2,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Check-Out,09-08-2015
1,36,2015,August,32,7,0,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Canceled,31-07-2015
0,36,2015,August,32,7,0,2,2,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Check-Out,09-08-2015
0,36,2015,August,32,7,0,2,2,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Check-Out,09-08-2015
0,36,2015,August,32,7,0,2,2,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Check-Out,09-08-2015
0,36,2015,August,32,7,0,2,1,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,0,0,0,Check-Out,09-08-2015
0,36,2015,August,32,7,0,2,2,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Check-Out,09-08-2015
0,36,2015,August,32,7,0,2,2,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,1,Check-Out,09-08-2015
0,36,2015,August,32,7,0,2,2,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Check-Out,09-08-2015
0,0,2015,August,32,7,0,2,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,98,0,0,Check-Out,09-08-2015
0,0,2015,August,32,7,0,2,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,14,       NULL,0,Transient,75,0,1,Check-Out,09-08-2015
0,36,2015,August,32,7,0,2,2,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Check-Out,09-08-2015
0,36,2015,August,32,7,0,2,2,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Check-Out,09-08-2015
1,36,2015,August,32,7,0,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Canceled,31-07-2015
0,1,2015,August,32,7,2,2,1,0,0,HB       ,PRT,Direct,Direct,0,0,0,E               ,E               ,0,No Deposit     ,       NULL,       NULL,0,Transient,60,0,3,Check-Out,11-08-2015
0,1,2015,August,32,7,2,2,2,0,1,BB       ,ESP,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Contract,90,0,2,Check-Out,11-08-2015
0,0,2015,August,32,7,2,2,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,       NULL,0,Transient,75,0,0,Check-Out,11-08-2015
1,112,2015,August,32,7,2,2,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,76.5,0,1,Canceled,20-06-2015
1,125,2015,August,32,7,2,2,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,76.5,0,1,Canceled,06-04-2015
0,2,2015,August,32,7,2,3,1,0,0,BB       ,ESP,Direct,Direct,0,0,0,A               ,D               ,0,No Deposit     ,14,       NULL,0,Transient,75,0,1,Check-Out,12-08-2015
0,141,2015,August,32,7,2,3,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,76.5,0,0,Check-Out,12-08-2015
0,0,2015,August,32,7,2,4,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,9,       NULL,0,Contract,90,0,2,Check-Out,13-08-2015
1,92,2015,August,32,7,2,4,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient-Party,76.5,0,1,Canceled,25-07-2015
1,92,2015,August,32,7,2,4,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient-Party,76.5,0,2,Canceled,25-07-2015
0,1,2015,August,32,8,0,1,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,       NULL,0,Transient,75,0,2,Check-Out,09-08-2015
0,1,2015,August,32,8,0,1,1,0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Contract,80,0,0,Check-Out,09-08-2015
0,0,2015,August,32,8,0,1,1,2,0,BB       ,PRT,Online TA,TA/TO,0,0,0,F               ,F               ,1,No Deposit     ,9,       NULL,0,Transient,153,0,0,Check-Out,09-08-2015
0,0,2015,August,32,8,0,1,2,0,0,BB       ,CHE,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,14,       NULL,0,Group,75,0,0,Check-Out,09-08-2015
0,0,2015,August,32,8,0,1,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,98,0,1,Check-Out,09-08-2015
0,0,2015,August,32,8,0,1,2,0,0,SC       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,89,0,1,Check-Out,09-08-2015
0,1,2015,August,32,8,0,1,2,0,0,BB       ,FRA,Direct,Direct,0,0,0,A               ,A               ,2,No Deposit     ,       NULL,       NULL,0,Transient,75,0,2,Check-Out,09-08-2015
0,128,2015,August,32,8,1,1,2,1,0,BB       ,FRA,Online TA,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,       NULL,       NULL,0,Transient-Party,76.5,0,2,Check-Out,10-08-2015
0,0,2015,August,32,8,1,1,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,D               ,1,No Deposit     ,       NULL,       NULL,0,Transient,75,0,0,Check-Out,10-08-2015
0,1,2015,August,32,8,1,1,2,0,1,BB       ,PRT,Direct,Direct,0,0,0,A               ,D               ,0,No Deposit     ,14,       NULL,0,Transient,75,0,1,Check-Out,10-08-2015
0,1,2015,August,32,8,1,1,2,0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,9,       NULL,0,Contract,90,0,2,Check-Out,10-08-2015
0,128,2015,August,32,8,1,1,2,1,0,BB       ,FRA,Online TA,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,       NULL,       NULL,0,Transient-Party,76.5,0,2,Check-Out,10-08-2015
0,0,2015,August,32,8,1,1,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,D               ,D               ,1,No Deposit     ,       NULL,       NULL,0,Transient,100,0,0,Check-Out,10-08-2015
1,124,2015,August,32,8,2,1,2,0,0,HB       ,ITA,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,17,       NULL,0,Transient-Party,94.5,0,0,Canceled,01-08-2015
0,124,2015,August,32,8,2,1,2,0,0,HB       ,ITA,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,17,       NULL,0,Transient-Party,94.5,0,0,Check-Out,11-08-2015
0,124,2015,August,32,8,2,1,1,0,0,HB       ,ITA,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,17,       NULL,0,Transient-Party,72.5,0,0,Check-Out,11-08-2015
1,124,2015,August,32,8,2,1,2,0,0,HB       ,ITA,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,17,       NULL,0,Transient-Party,94.5,0,0,Canceled,01-08-2015
0,30,2015,August,32,8,2,1,2,0,0,HB       ,ITA,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,86,0,0,Check-Out,11-08-2015
1,30,2015,August,32,8,2,1,2,0,0,HB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,86,0,0,Canceled,01-08-2015
0,4,2015,August,32,8,2,1,2,0,0,HB       ,ITA,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,17,       NULL,0,Transient-Party,94.5,0,0,Check-Out,11-08-2015
0,124,2015,August,32,8,2,1,1,0,0,HB       ,ITA,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,17,       NULL,0,Transient-Party,36.25,0,0,Check-Out,11-08-2015
1,124,2015,August,32,8,2,1,2,0,0,HB       ,ITA,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,17,       NULL,0,Transient-Party,94.5,0,0,Canceled,01-08-2015
0,0,2015,August,32,8,0,1,2,0,0,SC       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,89,0,1,Check-Out,09-08-2015
1,1,2015,August,32,8,1,1,2,0,0,SC       ,PRT,Direct,Direct,0,0,0,A               ,A               ,1,No Deposit     ,       NULL,       NULL,0,Transient,50.8,0,0,Canceled,08-08-2015
0,0,2015,August,32,8,1,1,2,0,0,BB       ,BRA,Direct,Direct,0,0,0,D               ,D               ,1,No Deposit     ,       NULL,       NULL,0,Transient,100,0,0,Check-Out,10-08-2015
0,103,2015,August,32,8,1,1,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,76.5,0,1,Check-Out,10-08-2015
0,1,2015,August,32,8,1,1,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,14,       NULL,0,Transient,75,0,0,Check-Out,10-08-2015
1,30,2015,August,32,8,2,1,2,0,0,HB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,86,0,0,Canceled,01-08-2015
0,124,2015,August,32,8,2,1,2,0,0,HB       ,ITA,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,17,       NULL,0,Transient-Party,94.5,0,0,Check-Out,11-08-2015
0,30,2015,August,32,8,2,1,3,0,0,HB       ,ITA,Groups,TA/TO,0,0,0,A               ,D               ,1,No Deposit     ,1,       NULL,0,Transient-Party,124.7,0,1,Check-Out,11-08-2015
1,30,2015,August,32,8,2,1,2,0,0,HB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,86,0,0,Canceled,01-08-2015
0,0,2015,August,32,8,2,1,2,2,0,SC       ,FRA,Online TA,TA/TO,0,0,0,F               ,F               ,0,No Deposit     ,9,       NULL,0,Transient,153,0,0,Check-Out,11-08-2015
0,4,2015,August,32,8,2,1,2,0,0,HB       ,ITA,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,17,       NULL,0,Transient-Party,94.5,0,0,Check-Out,11-08-2015
0,4,2015,August,32,8,2,1,2,0,0,HB       ,ITA,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,17,       NULL,0,Transient-Party,94.5,0,0,Check-Out,11-08-2015
0,124,2015,August,32,8,2,1,2,0,0,HB       ,ITA,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,17,       NULL,0,Transient-Party,94.5,0,0,Check-Out,11-08-2015
1,124,2015,August,32,8,2,1,2,0,0,HB       ,ITA,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,17,       NULL,0,Transient-Party,94.5,0,0,Canceled,01-08-2015
1,124,2015,August,32,8,2,1,2,0,0,HB       ,ITA,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,17,       NULL,0,Transient-Party,94.5,0,0,Canceled,01-08-2015
1,124,2015,August,32,8,2,1,2,0,0,HB       ,ITA,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,17,       NULL,0,Transient-Party,94.5,0,0,Canceled,01-08-2015
1,124,2015,August,32,8,2,1,2,0,0,HB       ,ITA,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,17,       NULL,0,Transient-Party,94.5,0,0,Canceled,01-08-2015
1,30,2015,August,32,8,2,1,2,0,0,HB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,86,0,0,Canceled,01-08-2015
0,124,2015,August,32,8,2,1,2,0,0,HB       ,ITA,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,17,       NULL,0,Transient-Party,94.5,0,0,Check-Out,11-08-2015
